"","checklist_id","global_unique_identifier","last_edited_date","taxonomic_order","category","common_name","scientific_name","observation_count","breeding_bird_atlas_code","breeding_bird_atlas_category","age_sex","country","country_code","state","state_code","county","county_code","iba_code","bcr_code","usfws_code","atlas_block","locality","locality_id","locality_type","latitude","longitude","observation_date","time_observations_started","observer_id","sampling_event_identifier","protocol_type","protocol_code","project_code","duration_minutes","effort_distance_km","effort_area_ha","number_observers","all_species_reported","group_identifier","has_media","approved","reviewed","reason","trip_comments","species_comments"
"746","S59375349","URN:CornellLabOfOrnithology:EBIRD:OBS799733824","2019-08-30 12:17:04",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Thaimaçu--Trilha da Água Limpa","L9822252","H",-9.055827,-56.580958,2019-08-29,"05:40:00","obsr536027","S59375349","Traveling","P22","EBIRD",281,5.027,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"747","S59334590","URN:CornellLabOfOrnithology:EBIRD:OBS799223541","2020-07-14 21:18:02",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Thaimaçu--Trilha da Água Limpa","L9822252","H",-9.055827,-56.580958,2019-08-28,"05:43:00","obsr536027","S59334590","Traveling","P22","EBIRD",356,7.026,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"748","S59407389","URN:CornellLabOfOrnithology:EBIRD:OBS800161846","2020-07-14 21:17:48",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Thaimaçu--Torre de Observação","L9824610","H",-9.068208,-56.592794,2019-08-31,"05:59:00","obsr536027","S59407389","Stationary","P21","EBIRD",115,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"749","S59320074","URN:CornellLabOfOrnithology:EBIRD:OBS799037473","2019-08-27 21:28:50",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Thaimaçu--Trilha da Água Limpa","L9822252","H",-9.055827,-56.580958,2019-08-27,"06:00:00","obsr504886","S59320074","Traveling","P22","EBIRD",300,3,NA,4,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"750","S59375474","URN:CornellLabOfOrnithology:EBIRD:OBS799735476","2019-08-30 12:22:09",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"Thaimaçu--Torre de Observação","L9824610","H",-9.068208,-56.592794,2019-08-29,"16:37:00","obsr536027","S59375474","Stationary","P21","EBIRD",77,NA,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"751","S61010919","URN:CornellLabOfOrnithology:EBIRD:OBS822003767","2019-10-28 21:07:17",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Pará","BR-PA",NA,NA,NA,NA,NA,NA,"BR-PA-Novo Progresso (-9,4157,-56,0873)","L10090911","P",-9.415724,-56.087309,2019-10-20,"14:12:00","obsr536027","S61010919","Incidental","P20","EBIRD",NA,NA,NA,5,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"752","S54490901","URN:CornellLabOfOrnithology:EBIRD:OBS732794995","2020-10-15 17:37:29",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"PARNA Mapinguari--Igarapé São Lourenço","L8961706","H",-9.4138889,-64.9422222,2002-02-06,"05:00:00","obsr601274","S54490901","Historical","P62","EBIRD",NA,NA,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,"Birds recorded during an inventory carried from 6-18 January 2002. See Olmos, F., L. F. Silveira & G. A. Benedicto. 2011. A contribution to the ornithology of Rondonia, southwest of Brazilian Amazon. Revista Brasileira de Ornitologia 19(2): 200-229.",NA
"753","S20040256","URN:CornellLabOfOrnithology:EBIRD:OBS274797174","2019-01-11 19:41:55",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Rio Ji-Paraná--Cachoeira 2 de Novembro","L3109245","H",-8.9048297,-62.1762121,2013-07-11,NA,"obsr458272","S20040256","Incidental","P20","EBIRD",NA,NA,NA,NA,FALSE,NA,FALSE,TRUE,FALSE,NA,"Spectacle of hundreds of parrots/parakeets descending onto the exposed rocks around the waterfall to feed of the algae. Truly spectacular but seems to be seasonal, as this was seen during July. In October and January when we returned a 2nd and 3rd time it was not seen again.",NA
"754","S31604796","URN:CornellLabOfOrnithology:EBIRD:OBS430146050","2020-05-27 22:00:38",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"BR-RO-Machadinho d'Oeste-Rio Machado ou Ji Paraná - -8,8388x-62,2055","L4927467","P",-8.838794,-62.205524,2013-09-25,"06:00:00","obsr547477","S31604796","Traveling","P22","EBIRD",350,1,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"755","S31678465","URN:CornellLabOfOrnithology:EBIRD:OBS431105540","2018-08-22 10:52:57",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"BR-RO-Machadinho d'Oeste-Rio Machado ou Ji Paraná - -8,8146x-62,2164","L4937716","P",-8.814556,-62.216365,2013-09-26,"06:00:00","obsr547477","S31678465","Traveling","P22","EBIRD",350,4,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"756","S20011037","URN:CornellLabOfOrnithology:EBIRD:OBS274373948","2020-05-27 22:00:26",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"PN dos Campos Amazônicos - rio Ji-Paraná N bank","L3105324","H",-9.0214905,-61.7877102,2013-10-08,"05:00:00","obsr458272","S20011037","Incidental","P20","EBIRD",NA,NA,NA,2,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"757","S20011361","URN:CornellLabOfOrnithology:EBIRD:OBS274378568","2019-09-28 22:14:37",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"PN dos Campos Amazônicos -- rio Ji-Paraná S bank","L3105380","H",-9.0525994,-61.8490791,2013-10-04,"05:00:00","obsr458272","S20011361","Incidental","P20","EBIRD",NA,NA,NA,2,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,"Voice recorded, available on request"
"758","S22312080","URN:CornellLabOfOrnithology:EBIRD:OBS302629742","2020-10-15 17:37:19",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Fazenda Vista Linda","L3482257","H",-8.9931722,-61.5745333,2014-03-30,"15:00:00","obsr536027","S22312080","Incidental","P20","EBIRD",NA,NA,NA,4,FALSE,NA,FALSE,TRUE,FALSE,NA,"Observações fortuitas nas imediações do nosso acampamento.--Na agradabilíssima companhia dos grandes amigos Andre Grassi, Vitor Torga Lombardi e Gustavo Gonsioroski.",NA
"759","S22310279","URN:CornellLabOfOrnithology:EBIRD:OBS302606373","2021-03-10 18:49:33.632622",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho D'Oeste--PN Campos Amazônicos (Igarapé São João)","L3481179","H",-8.8955556,-61.5802778,2014-03-30,"05:30:00","obsr536027","S22310279","Traveling","P22","EBIRD",360,10,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"Margem direita do rio Machado, também conhecido como rio Jiparaná.--Durante uma das expedições ornitológicas mais chocantes, inesquecíveis e proveitosas que já tive a honra de participar. Na ótima companhia dos queridos e grandes amigos: Vitor Torga, André Grassi e Gustavo Gonsioroski.",NA
"760","S22302164","URN:CornellLabOfOrnithology:EBIRD:OBS302507526","2021-03-10 18:49:33.632622",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho D'Oeste--PN Campos Amazônicos (Igarapé São João)","L3481179","H",-8.8955556,-61.5802778,2014-03-28,"06:00:00","obsr536027","S22302164","Traveling","P22","EBIRD",480,10,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"Na agradabilíssima companhia dos grandes amigos André Grassi, Vitor Torga Lombardi e Gustavo Gonsioroski.--Observações na margem direita do rio Jiparaná, também conhecido como rio Machado.",NA
"761","S22309244","URN:CornellLabOfOrnithology:EBIRD:OBS302593779","2020-10-15 17:37:19",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Fazenda Vista Linda","L3482257","H",-8.9931722,-61.5745333,2014-03-28,"15:30:00","obsr536027","S22309244","Incidental","P20","EBIRD",NA,NA,NA,4,FALSE,NA,FALSE,TRUE,FALSE,NA,"Margem esquerda do rio Jiparaná, também conhecido como rio Machado.--Observações fortuitas nas imediações do nosso acampamento.--Durante uma das expedições ornitológicas mais chocantes, inesquecíveis e proveitosas que já tive a honra de participar. Na ótima companhia dos queridos e grandes amigos: Vitor Torga, André Grassi e Gustavo Gonsioroski.",NA
"762","S22312678","URN:CornellLabOfOrnithology:EBIRD:OBS302638266","2020-05-27 22:00:28",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho D'Oeste--PN Campos Amazônicos (Igarapé São João)","L3481179","H",-8.8955556,-61.5802778,2014-03-31,"06:00:00","obsr536027","S22312678","Traveling","P22","EBIRD",360,6,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"Margem direita do Jiparaná, também conhecido como rio Machado.--Condições climáticas desfavoráveis.--Na agradável companhia dos grandes amigos Gustavo Gonsioroski, André Grassi e Vitor Torga Lombardi.",NA
"763","S22313413","URN:CornellLabOfOrnithology:EBIRD:OBS302649913","2020-10-15 17:37:19",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho D'Oeste--PN Campos Amazônicos (Igarapé São João)","L3481179","H",-8.8955556,-61.5802778,2014-04-01,"05:30:00","obsr536027","S22313413","Traveling","P22","EBIRD",450,10,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"Margem direita do rio Jiparaná, também conhecido como rio Machado.--Na ótima companhia dos grandes amigos Gustavo Gonsioroski, Vitor Torga Lombardi e André Grassi.",NA
"764","S30265134","URN:CornellLabOfOrnithology:EBIRD:OBS412444976","2020-08-26 21:10:30",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Estrada para 2 de novembro","L3794199","H",-8.925768,-62.115704,2016-05-20,"06:30:00","obsr536027","S30265134","Traveling","P22","EBIRD",150,15,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"<br />Submitted from eBird for iOS, version 1.2.1 Build 65",NA
"765","S30264970","URN:CornellLabOfOrnithology:EBIRD:OBS412443040","2018-07-05 16:32:06",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Rio Machado/Jiparaná--Trecho entre Tabajara e Igarapé Marmelo","L4698529","H",-8.942731,-62.000448,2016-05-19,"06:40:00","obsr536027","S30264970","Incidental","P20","EBIRD",NA,NA,NA,1,FALSE,NA,FALSE,TRUE,FALSE,NA,"<br />Submitted from eBird for iOS, version 1.2.1 Build 65",NA
"766","S30271126","URN:CornellLabOfOrnithology:EBIRD:OBS412531563","2020-10-15 17:37:19",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho D'Oeste--PN Campos Amazônicos (Igarapé São João)","L3481179","H",-8.8955556,-61.5802778,2016-05-22,"06:18:00","obsr536027","S30271126","Traveling","P22","EBIRD",342,6,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"<br />Submitted from eBird for iOS, version 1.2.1 Build 65",NA
"767","S30262417","URN:CornellLabOfOrnithology:EBIRD:OBS412410277","2018-07-05 16:32:03",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Tabajara, FloNa Rio Preto-Jacundá - Picada Campina/Campinarana","L3794190","H",-8.938831,-62.093356,2016-05-18,"06:30:00","obsr536027","S30262417","Traveling","P22","EBIRD",300,2.5,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"<br />Submitted from eBird for iOS, version 1.2.1 Build 65",NA
"768","S30265066","URN:CornellLabOfOrnithology:EBIRD:OBS412444132","2020-10-15 17:37:24",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Igarapé Marmelo","L4698546","H",-8.952952,-61.92602,2016-05-19,"07:35:00","obsr536027","S30265066","Traveling","P22","EBIRD",335,5,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"<br />Submitted from eBird for iOS, version 1.2.1 Build 65",NA
"769","S30210753","URN:CornellLabOfOrnithology:EBIRD:OBS411725002","2018-12-23 08:36:39",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Tabajara - Campinas do Lote São Miguel","L3794164","H",-8.925385,-62.08011,2016-06-09,"06:54:00","obsr536027","S30210753","Traveling","P22","EBIRD",101,1,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"Com os amigos: Silvia Linhares, Mathias Singer e Emerson Kaseker. <br />Submitted from eBird for iOS, version 1.2.1 Build 65",NA
"770","S30211141","URN:CornellLabOfOrnithology:EBIRD:OBS411729617","2018-08-22 10:52:55",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Tabajara - Ramal do Caldeirão","L3797565","H",-8.921356,-62.081791,2016-06-12,"15:57:00","obsr536027","S30211141","Traveling","P22","EBIRD",145,2,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"<br />Submitted from eBird for iOS, version 1.2.1 Build 65",NA
"771","S30211116","URN:CornellLabOfOrnithology:EBIRD:OBS411729340","2020-08-26 21:10:30",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Estrada para 2 de novembro","L3794199","H",-8.925768,-62.115704,2016-06-12,"06:37:00","obsr536027","S30211116","Traveling","P22","EBIRD",300,15,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"<br />Submitted from eBird for iOS, version 1.2.1 Build 65",NA
"772","S30258184","URN:CornellLabOfOrnithology:EBIRD:OBS412350536","2020-10-15 17:37:19",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho D'Oeste--PN Campos Amazônicos (Igarapé São João)","L3481179","H",-8.8955556,-61.5802778,2016-06-15,"06:28:00","obsr536027","S30258184","Traveling","P22","EBIRD",392,4,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"<br />Submitted from eBird for iOS, version 1.2.1 Build 65",NA
"773","S30258085","URN:CornellLabOfOrnithology:EBIRD:OBS412349358","2020-08-26 21:10:28",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho D'Oeste--PN Campos Amazônicos (Igarapé São João)","L3481179","H",-8.8955556,-61.5802778,2016-06-14,"06:40:00","obsr536027","S30258085","Traveling","P22","EBIRD",474,6,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,"<br />Submitted from eBird for iOS, version 1.2.1 Build 65",NA
"774","S30258200","URN:CornellLabOfOrnithology:EBIRD:OBS412350815","2020-08-26 21:10:31",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Alto do Bode","L3815326","H",-8.948254,-61.525878,2016-06-16,"06:06:00","obsr536027","S30258200","Incidental","P20","EBIRD",NA,NA,NA,1,FALSE,NA,FALSE,TRUE,FALSE,NA,"<br />Submitted from eBird for iOS, version 1.2.1 Build 65",NA
"775","S37614849","URN:CornellLabOfOrnithology:EBIRD:OBS511393083","2020-10-15 17:37:19",12309,"species","Kawall's Parrot","Amazona kawalli","6",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho D'Oeste--PN Campos Amazônicos (Igarapé São João)","L3481179","H",-8.8955556,-61.5802778,2017-06-10,"05:54:00","obsr536027","S37614849","Traveling","P22","EBIRD",803,20,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"776","S72260127","URN:CornellLabOfOrnithology:EBIRD:OBS966172706","2020-10-15 17:37:21",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Tabajara - Ramal do Caldeirão","L3797565","H",-8.921356,-62.081791,2017-06-12,"06:30:00","obsr40364","S72260127","Incidental","P20","EBIRD",NA,NA,NA,8,FALSE,NA,FALSE,TRUE,FALSE,NA,"Updating personal records - Birdquest Tour with Bruno Renno & Eduardo Patrial",NA
"777","S72255873","URN:CornellLabOfOrnithology:EBIRD:OBS966107452","2020-10-15 17:37:19",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho D'Oeste--PN Campos Amazônicos (Igarapé São João)","L3481179","H",-8.8955556,-61.5802778,2017-06-10,"07:00:00","obsr40364","S72255873","Incidental","P20","EBIRD",NA,NA,NA,1,FALSE,NA,FALSE,TRUE,FALSE,NA,"Updating personal records - Birdquest Tour with Bruno Renno & Eduardo Patrial",NA
"778","S72262060","URN:CornellLabOfOrnithology:EBIRD:OBS966193680","2020-08-09 18:13:28",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Tabajara - Ramal do Caldeirão","L3797565","H",-8.921356,-62.081791,2017-06-14,"07:00:00","obsr40364","S72262060","Incidental","P20","EBIRD",NA,NA,NA,8,FALSE,NA,FALSE,TRUE,FALSE,NA,"Updating personal records - Birdquest Tour with Bruno Renno & Eduardo Patrial",NA
"779","S72261417","URN:CornellLabOfOrnithology:EBIRD:OBS966186238","2020-08-09 17:54:08",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Tabajara - Ramal do Caldeirão","L3797565","H",-8.921356,-62.081791,2017-06-13,"15:00:00","obsr40364","S72261417","Incidental","P20","EBIRD",NA,NA,NA,8,FALSE,NA,FALSE,TRUE,FALSE,NA,"Updating personal records - Birdquest Tour with Bruno Renno & Eduardo Patrial",NA
"780","S37614680","URN:CornellLabOfOrnithology:EBIRD:OBS511390858","2020-10-15 17:37:19",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho D'Oeste--PN Campos Amazônicos (Igarapé São João)","L3481179","H",-8.8955556,-61.5802778,2017-06-09,"06:00:00","obsr536027","S37614680","Traveling","P22","EBIRD",750,20,NA,8,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"781","S37691598","URN:CornellLabOfOrnithology:EBIRD:OBS512479561","2020-05-16 11:57:03",12309,"species","Kawall's Parrot","Amazona kawalli","6",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Tabajara, FloNa Rio Preto-Jacundá - Picada Campina/Campinarana","L3794190","H",-8.938831,-62.093356,2017-06-13,"05:55:00","obsr536027","S37691598","Traveling","P22","EBIRD",330,3,NA,8,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"782","S37614874","URN:CornellLabOfOrnithology:EBIRD:OBS511818051","2020-10-15 17:37:20",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Tabajara - Campinas do Lote São Miguel","L3794164","H",-8.925385,-62.08011,2017-06-11,"16:30:00","obsr536027","S37614874","Traveling","P22","EBIRD",90,10,NA,8,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"783","S37616179","URN:CornellLabOfOrnithology:EBIRD:OBS511408888","2020-05-21 12:23:49",12309,"species","Kawall's Parrot","Amazona kawalli","10",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho D'Oeste--PN Campos Amazônicos (Igarapé São João)","L3481179","H",-8.8955556,-61.5802778,2017-06-11,"05:59:00","obsr536027","S37616179","Traveling","P22","EBIRD",360,10,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"784","S72255255","URN:CornellLabOfOrnithology:EBIRD:OBS966097584","2020-10-15 17:37:19",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho D'Oeste--PN Campos Amazônicos (Igarapé São João)","L3481179","H",-8.8955556,-61.5802778,2017-06-09,"07:00:00","obsr40364","S72255255","Incidental","P20","EBIRD",NA,NA,NA,NA,FALSE,NA,FALSE,TRUE,FALSE,NA,"Updating personal records - Birdquest Tour with Bruno Renno & Eduardo Patrial",NA
"785","S37691542","URN:CornellLabOfOrnithology:EBIRD:OBS512478487","2020-10-15 17:37:21",12309,"species","Kawall's Parrot","Amazona kawalli","10",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Tabajara - Ramal do Caldeirão","L3797565","H",-8.921356,-62.081791,2017-06-12,"05:58:00","obsr536027","S37691542","Traveling","P22","EBIRD",426,2,NA,8,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"786","S37651908","URN:CornellLabOfOrnithology:EBIRD:OBS511932480","2019-09-28 22:25:46",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Tabajara - Ramal do Caldeirão","L3797565","H",-8.921356,-62.081791,2017-06-14,"05:55:00","obsr536027","S37651908","Traveling","P22","EBIRD",300,4,NA,8,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"787","S69680831","URN:CornellLabOfOrnithology:EBIRD:OBS932358440","2021-03-25 04:54:21.799405",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Vila de Tabajara","L3794172","H",-8.934298,-62.055953,2017-08-05,"06:00:00","obsr201030","S69680831","Traveling","P22","EBIRD",330,4,NA,6,TRUE,NA,FALSE,TRUE,FALSE,NA,"Campina forest and scrub",NA
"788","S69654296","URN:CornellLabOfOrnithology:EBIRD:OBS931953724","2020-10-15 17:37:20",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Vila de Tabajara","L3794172","H",-8.934298,-62.055953,2017-08-04,"06:00:00","obsr201030","S69654296","Traveling","P22","EBIRD",450,3,NA,6,TRUE,NA,FALSE,TRUE,FALSE,NA,"Campinarana trail",NA
"789","S39944536","URN:CornellLabOfOrnithology:EBIRD:OBS541931990","2020-10-15 17:37:22",12309,"species","Kawall's Parrot","Amazona kawalli","6",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Tabajara - Ramal do Caldeirão","L3797565","H",-8.921356,-62.081791,2017-10-08,"16:00:00","obsr412230","S39944536","Traveling","P22","EBIRD",185,1.5,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"790","S40028236","URN:CornellLabOfOrnithology:EBIRD:OBS543037818","2018-07-05 16:32:04",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Rondônia","BR-RO",NA,NA,NA,NA,NA,NA,"Machadinho d'Oeste--Tabajara - Ramal do Caldeirão","L3797565","H",-8.921356,-62.081791,2017-10-09,"16:23:00","obsr536027","S40028236","Traveling","P22","EBIRD",113,2,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,"Passarinhando com o amigo Kevin Zimmer.",NA
